review,sentiment,tagalog
Both do good jobs and are quite amusing.,1,Parehong gawin magagandang trabaho at medyo nakakaaliw.
"But the convoluted plot just didn't convince me, and much of the film was watched with a weird, questioning glance.",0,"Ngunit ang convoluted plot lang ay hindi makumbinsi ako, at marami ng pelikula ay napanood na may isang weird, pagtatanong sulyap."
"I let my girlfriend talk me into seeing this - bad idea, we both hated it.",0,"ipaalam ko ang aking girlfriend talk ako sa nakikita ito - masamang ideya, pareho naming kinasusuklaman ito."
The last 15 minutes of movie are also not bad as well.,1,Ang huling 15 minuto ng pelikula ay hindi rin masama rin.
"Bela Lugosi was totally extraneous, intoning odd lines.",0,"Bela Lugosi ay ganap na labis na, intoning kakaibang mga linya."
"The acting was decidely wooden, though no worse than a period Universal B movie.",0,"kumikilos ay talagang sadyang sahig na gawa, kahit na walang mas masahol pa kaysa sa isang panahon Universal B movie."
"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.",1,"Ako tulad ng Armand Assante & buod aking cable kumpanya tunog kagiliw-giliw na, kaya pinanood ko ito, dalawang beses na, at marahil ay muli."
I believe the screenwriter did a good job of tying up the loose ends.,1,Naniniwala akong ang mga senaryo ay isang magandang trabaho ng tinali up ang maluwag dulo.
My 8/10 score is mostly for the plot.,1,Aking 8/10 score ay halos para sa isang lagay ng lupa.
"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.",1,"Hindi ko sasabihin ang anumang higit pa - ayaw ko ng spoilers, kaya hindi ko nais na maging isa, ngunit sa tingin ko ito pelikula ay nagkakahalaga ng iyong oras."
"Wow, what a bad film.",0,"Wow, kung ano ang isang masamang pelikula."
"Not frightening in the least, and barely comprehensible.",0,"Hindi nakakatakot sa hindi bababa sa, at bahagya maaaring maunawaan."
"The plot doesn't hang together at all, and the acting is absolutely appalling.",0,"Isang lagay ng lupa ay hindi hang magkakasama sa lahat, at ang kumikilos ay ganap na kakila-kilabot."
Not even good for camp value!,0,Hindi kahit mabuti para sa camp na halaga!
"I wasn't expecting Oscar material, but this?",0,"Hindi ko ay umaasa Oscar materyal, ngunit ito?"
You'd have to have the IQ of particularly stupid mollusk not to see that one coming.,0,Gusto mong magkaroon upang magkaroon ng IQ ng mga partikular na bobo mollusk hindi makita ang isa na darating.
This film (and I use that word loosely) is an insult to the movie-going public.,0,Ito film (at gamitin ko ang salitang iyon maluwag) ay isang mang-insulto sa pelikula-pagpunta publiko.
If only someone involved with it knew how to string together narrative!,0,Kung lamang ang isang tao na kasangkot sa mga ito alam kung paano string magkasama sanaysay!
"This gets a 1 out of 10, simply because there's nothing lower.",0,"Ito ay nakakakuha ng 1 sa 10, kailangan lang dahil may walang mas mababa."
"This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.",0,"Ito ay isa Hindi ko kinailangang, pero pinanood ko ito kamakailan sa Fox Movie Channel, at noon ay bigong-bigo."
"I know he was a contract player with little control over his scripts, but the acting was as bad as the script.",0,"Alam ko siya ay isang kontrata player na may maliit na kontrol sa kanyang mga script, ngunit ang kumikilos ay bilang masamang bilang ang script."
"Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.",0,"Victor McLaglen ay kahit masama, at Brian DonLevy ay halos hindi makilalang."
"Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.",0,"Isinasaalang-alang ang relasyon off ang screen sa pagitan Taylor at Stanwyck, ito ay kamangha-mangha kung paano maliit na kimika nagkaroon sa screen sa pagitan ng dalawang ng mga ito."
But the premise of the film was so ridiculous: that the President of the U.S.,0,Ngunit ang premise ng pelikula ay kaya walang katotohanan: na ang Pangulo ng U.S.
The death row scenes were entirely unmoving.,0,Ang death row eksena ay ganap unmoving.
The only thing worse than Taylor's acting was Stanwyck's singing.,0,Ang tanging bagay na mas masahol pa kaysa ni Taylor kumikilos ay ni Stanwyck pagkanta.
"Whatever the producer was going for, he missed entirely.",0,"Anuman ang producer ay pagpunta para sa, siya ay hindi nakuha ng lahat."
I was deeply impressed with the character he played.,1,Malalim ako ay impressed na may ang character niya nilalaro.
I knew when I saw the film that more great things were to come from this gifted actor.,1,Alam ko kapag nakita ko ang film na mas mahusay na mga bagay ay darating na ito mula sa likas na matalino mga aktor.
"A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.",0,"Ang isang murang at walang saya heist ng pelikula na may mahinang paglalarawan, maraming mga underbite style stoic emoting (tingin Chow Yun Fat sa A Better Tomorrow) at ilang cheesy clichés itinapon sa isang inabandunang pabrika handa para sa isang ilang hindi maganda ang pinaandar lumilipad judo roll a la John Woo."
Even the squibs look awful.,0,Kahit na ang mga squibs tumingin kakila-kilabot.
At no point in the proceedings does it look remotely like America.,0,Sa walang punto sa paglilitis ang hitsura nito mula sa malayo tulad ng Amerika.
"The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.",0,"Isang lagay ng lupa, tulad ng ito ay, ay kaya hinalaw at predictable na ang ending ay tulad ng isang pagpatay awa."
The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.,0,Ang kahindik-hindik na dialogue at walang pag-asa overacting pamamagitan ng lahat kung sino shot top off ang isang tunay na basura ng space at oras.
"I was very uneasy with how bad this movie was, but not scared at all.",0,"Ako ay napaka mapalagay sa kung paano masamang pelikulang ito ay, ngunit hindi natakot sa lahat."
The dialogue is composed of things that make little sense.,0,Ang dialogue ay binubuo ng mga bagay-bagay na gumawa ng maliit na kahulugan.
"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.",0,"Tungkol sa 30 minuto ng footage ay nasayang upang ipakita mediocre matatanda aktor awkwardly babbling overwrought pseudo-Satanic walang kuwentang corny sapat na upang gumawa ng isang tinedyer Goth blush, halos palaging sa Olde Ingles, at kung minsan ay sa Latin na maaaring o hindi maaaring binubuo salita."
The directing is sloppy at best.,0,nagdidirekta ay nanggigitata sa pinakamahusay na.
"Hackneyed writing, certainly, but made even worse by the bad directing.",0,"Karaniwang-karaniwan pagsulat, tiyak, ngunit ginawa kahit na mas masahol pa sa pamamagitan ng masamang pamamahala."
"Of course, the acting is blah.",0,"Siyempre pa, ang kumikilos ay blah."
The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.,0,Ang arte ng buong cast ay maaaring ilagay sa isang sukat at iskor perpektong pagitan overacting at underacting.
"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.",0,"At, sa wakas, matapos ang lahat ng iyon, makakakuha tayo sa isang nagtatapos na nakapunta mahusay na nagkaroon ito ay hinahawakan ng karampatang mga tao at hindi Jerry Falwell."
"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.",1,"mahal ko ang pelikulang ito ay isang mahusay na paglalarawan ng isang pamilya na nagkaroon ito ni share ng ups at down, ngunit sa huli ay nalaman nila na espesyal na pag-ibig nila sa isa't isa."
"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.",1,"Nakita ko na maraming mga pelikula paglalagay ng star Jaclyn Smith, ngunit ang aking mga diyos na ito ay isa sa kanyang pinakamahusay na, kahit na ito ay dumating out 12 taon na ang nakakaraan."
"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.",1,"nakapaloob Ang pelikula na ito ng all-star cast, at kung ano ang mga mahal ko ang pinaka ay na ito binuksan ang aking mga mata upang makita ang iba pang aktor na hindi ko pa nakikita dati."
"This movie was kind of long in length, but I enjoyed every minute of it.",1,"Ang pelikula na ito ay uri ng mahaba ang haba, ngunit ako Tatangkilikin ang bawat minuto ng mga ito."
Overall I rate this movie a 10 out of a 1-10 scale.,1,Pangkalahatang I-rate ang pelikulang ito ng 10 sa labas ng isang sukatang 1-10.
"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.",1,"Habambuhay ay hindi maisahimpapawid ito sapat, kaya kung sinuman nakakaalam kung ano ang nagtitinda ito ipaalam sa akin dahil ito ay isang dapat-may."
"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.",0,"Ako lalo na matandaan ang aking pandama inaatake ni palirit panali ng musika na nais wang sa lansangan, sa labas na may napakakaunting babala, at kahit na mas mababa kahulugan."
It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.,0,Ito ay lamang ang uri ng malambot na pagkain na ay screened sa hapon upang parusahan ang mga walang trabaho para sa hindi pagkakaroon ng trabaho.
"Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.",1,"Ganap na kakaiba, na may mga naglo-load ng paghalaga nang maliit at itim na komedya, ito ay isang film ilang get upang makita, ngunit ang mga taong gawin ay matandaan ito."
"This movie creates its own universe, and is fascinating in every way.",1,"Ang pelikula na ito ay lumilikha ng sarili nitong uniberso, at ito ay kamangha-manghang sa lahat ng paraan."
But this movie really got to me.,1,Ngunit sa pelikulang ito talagang nakuha sa akin.
See it.,1,Makita ito.
"I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.",1,"Inaasahan ko talaga ang koponan sa likod ng pelikulang ito ay ginagawang higit pang mga pelikula, at na sila ay patuloy na gawin ito sa kanilang sarili, ang ilang mga kinda weird estilo."
"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.",1,"At nakalimutan ko: Casting Ang here i napakahusay, na may Trond Fausa Aurvåg pagiging perpekto sa ang papel na ginagampanan bilang ang nakaaabala Man, na hindi maunawaan kung saan siya ay, kung ano siya ay paggawa at kung bakit."
This movie is a good and humorous comment on life in 2006.,1,Ang pelikula na ito ay isang magandang at nakakatawa puna sa buhay sa 2006.
"I found this move beautiful, enjoyable, and uplifting.",1,"Nakita ko na ito ilipat maganda, kasiya-siya, at uplifting."
"Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.",1,"Sa una ang mga lokal na mga site sa film, kung saan ay kinukunan dito sa Buffalo, intrigued ako."
Later I found myself lost in the power of the film.,1,Mamaya ko natagpuan ang aking sarili nawala sa kapangyarihan ng film.
The entire audience applauded at the conclusion of the film.,1,Ang buong madla applauded sa pagtatapos ng pelikula.
"I left the theater with a lilt in my step, joy in my heart and hope for the human race.",1,"umalis ako sa teatro na may isang masayang tugtugin sa aking mga hakbang, kagalakan sa aking puso at pag-asa para sa sangkatauhan."
Duris has a wholesome appearance and gives a fine performance.,1,Duris ay may wholesome hitsura at nagbibigay ng masarap na pagganap.
The rest of the cast also play well.,1,Ang natitirang bahagi ng cast ring i-play na rin.
